'strain','stress'
0.01318,17.8871
0.01281,18.54619
0.01279,18.04594
0.01243,16.77419
0.01299,17.62211
0.01266,16.35375
0.01352,17.26896
0.01265,17.294
0.01311,17.79242
0.0126,16.62239
0.01378,16.08745
0.01327,18.42387
0.01329,16.46381
0.01367,17.6688
0.01303,17.7533
0.01309,16.63778
0.0137,18.16539
0.01314,17.30339
0.0134,17.07048
0.01325,17.22045
0.01332,18.11688
0.01323,17.69749
0.0131,17.64558
0.01275,16.30863
0.01304,18.38422
0.01278,17.92179
0.01306,16.54128
0.01272,16.74237
0.01241,17.48309
0.01242,17.67193
0.01266,17.90718
0.01281,17.03579
0.01297,17.32425
0.01294,18.4416
0.01221,18.37483
0.01263,17.26974
0.01275,17.10856
0.01299,17.34095
0.01282,17.33573
0.01273,17.15863
0.01281,18.81379
0.01293,16.15344
0.013,18.02429
0.01276,17.11143
0.01337,17.17507
0.0132,17.50657
0.01309,17.20271
0.01273,17.42258
0.01229,17.74209
0.01282,17.58586
0.01275,17.15577
0.01266,16.81122
0.01349,17.86597
0.01302,18.41239
0.01329,18.47786
0.01327,17.16333
0.01315,17.52978
0.01307,18.57462
0.01361,15.10625
0.01344,17.55821
0.01362,16.64717
0.01335,17.17037
0.01335,17.73035
0.01278,18.21782
0.01309,17.71783
0.01324,17.60333
0.01307,18.00629
0.0129,17.24653
0.01301,17.30626
0.01264,17.2867
0.01262,18.83022
0.01218,17.51569
0.01267,18.05872
0.01283,17.18602
0.01311,17.23088
0.01322,16.79688
0.01323,17.45492
0.01274,17.88658
0.01293,17.27235
0.013,18.64947
0.01309,18.25355
0.01275,17.31956
0.01322,18.2066
0.01304,17.45701
0.01285,17.95935
0.01313,17.56812
0.01329,16.96954
0.01351,17.61637
0.01354,17.43041
0.01328,16.93537
0.0131,16.37148
0.01303,19.25118
0.01342,17.50865
0.01302,17.30548
0.01314,18.32136
0.01285,17.95909
0.01331,18.47968
0.01275,17.36103
0.01274,17.65628
0.0129,16.87904
0.01301,18.31406
0.01339,18.27311
0.01366,17.62967
0.01328,16.62552
0.01323,16.39235
0.01321,16.7335
0.01298,18.93977
0.01303,17.52065
0.01309,17.981
0.01285,16.74706
0.01275,17.98804
0.01254,19.62598
0.01249,17.44006
0.01235,17.25592
0.01265,18.52585
0.01282,17.99899
0.01309,16.98519
0.01243,17.89466
0.01255,18.64895
0.01279,16.92494
0.01294,18.20947
0.01274,17.91031
0.013,16.66751
0.01283,17.25018
0.0132,18.16226
0.01259,17.61846
0.01305,18.33414
0.01339,17.28383
0.01302,17.65967
0.01298,17.48987
0.01268,16.86182
0.01375,17.4677
0.01277,18.57749
0.01245,18.09106
0.01235,17.86937
0.01275,17.51204
0.01271,17.20402
0.01294,17.06604
0.01314,17.38711
0.01372,17.88554
0.01355,17.34355
0.0132,17.17689
0.01285,16.21577
0.01301,16.7528
0.01323,18.58922
0.01301,17.24888
0.01291,16.82009
0.01328,17.79529
0.01327,16.1078
0.01294,18.5162
0.0131,17.34903
0.01312,16.63204
0.01347,17.82164
0.01332,18.29293
0.0132,17.66019
0.01366,17.87041
0.01287,17.22958
0.01361,16.38739
0.01319,17.58638
0.01375,18.3065
0.01354,16.72541
0.01303,17.73217
0.01276,17.77573
0.01303,19.28874
0.01302,17.30078
0.0131,16.8986
0.01318,17.74417
0.01269,16.82087
0.01304,21.28531
0.01339,20.78532
0.01305,19.76421
0.01328,19.81899
0.01286,18.98828
0.01316,20.59649
0.01303,20.27333
0.01288,21.14421
0.0132,19.63928
0.01299,19.8242
0.01338,20.56597
0.01265,20.84844
0.01348,20.49998
0.01334,19.46479
0.01329,21.00258
0.0128,20.52946
0.01316,20.76341
0.01324,19.91862
0.01312,21.09934
0.0137,20.22195
0.01337,20.24725
0.01295,20.3075
0.01266,20.15153
0.01298,19.72979
0.01328,21.94596
0.01317,20.43739
0.01311,18.37927
0.01343,20.16014
0.01352,19.92253
0.01303,21.0983
0.01298,21.38572
0.0138,20.41652
0.0141,21.1695
0.0134,21.62881
0.01323,20.82757
0.01287,19.85263
0.01331,20.44443
0.01291,19.26135
0.01317,19.91262
0.01322,20.35549
0.01322,20.41417
0.01352,21.19454
0.01342,21.18515
0.01297,20.40244
0.01284,20.75141
0.01341,20.32106
0.0135,20.10354
0.0133,19.60329
0.01299,20.7668
0.01267,20.62909
0.01346,19.8242
0.01405,19.86672
0.01368,19.93896
0.01362,21.4538
0.0137,20.83435
0.01386,19.36907
0.01389,20.34062
0.01315,20.67421
0.01371,19.77595
0.01349,20.56701
0.01325,20.56362
0.01389,19.93114
0.01368,19.77152
0.0141,18.01308
0.01323,18.94159
0.01315,19.40324
0.01287,18.49116
0.0136,20.66743
0.01321,20.89121
0.01335,19.50835
0.01312,21.24801
0.01329,21.54952
0.01361,20.31897
0.01358,19.61424
0.01378,19.59859
0.01361,19.36099
0.01427,20.49737
0.01341,19.90088
0.01359,19.96374
0.01376,20.14031
0.01334,20.77749
0.01346,20.64943
0.0137,21.44545
0.01343,19.90871
0.01385,19.31534
0.01324,20.46425
0.01361,21.28009
0.01399,20.70759
0.01364,19.98095
0.01402,19.63954
0.01383,20.72011
0.01342,19.96713
0.01361,19.90662
0.01372,19.82629
0.0143,19.81716
0.01392,19.31326
0.01429,21.63454
0.01433,19.96922
0.01401,19.85654
0.01418,19.73448
0.01383,22.18565
0.01338,19.86411
0.01383,19.32552
0.01351,19.90323
0.0133,20.76393
0.01313,20.28533
0.0135,20.86696
0.0132,19.09391
0.01307,21.4538
0.01374,20.02529
0.01282,19.05113
0.01325,20.9246
0.01311,19.14346
0.01374,21.00232
0.01378,20.75141
0.01432,19.52348
0.01342,19.22797
0.01338,20.7089
0.01402,20.26733
0.01341,20.71777
0.01365,20.58397
0.01398,20.67395
0.01372,19.95096
0.01399,20.62126
0.01379,19.26188
0.01424,20.67708
0.01393,20.03625
0.01364,19.94105
0.0138,21.17107
0.01356,21.4624
0.0136,22.51168
0.01358,20.4353
0.01278,20.10067
0.01378,19.98095
0.0139,20.69821
0.01388,21.56125
0.01413,17.99117
0.01444,19.93714
0.01348,20.30646
0.01367,20.3701
0.01358,19.47079
0.0141,20.34088
0.01353,19.38394
0.01354,20.7934
0.01333,20.69455
0.01372,20.54302
0.01321,18.28641
0.01383,18.47107
0.01434,18.31928
0.01366,22.23338
0.0137,19.58738
0.01399,19.66588
0.01366,20.94781
0.01413,20.84792
0.01373,20.54876
0.01404,20.27333
0.01438,19.11425
0.01417,20.55788
0.014,20.81166
0.01404,19.71361
0.01447,21.44336
0.01444,20.37114
0.01443,19.17189
0.01445,21.26914
0.0143,20.64604
0.01444,20.26525
0.0145,19.37246
0.01424,19.17059
0.01451,19.96035
0.0136,19.87871
0.01428,20.56023
0.01518,21.20054
0.0147,20.35053
0.01431,20.15309
0.01461,18.97159
0.01421,19.69823
0.0151,20.9053
0.01466,20.08606
0.01435,19.37351
0.01471,19.96817
0.01394,20.56675
0.01463,20.67056
0.01473,20.67499
0.01439,22.08133
0.01466,19.74309
0.01427,19.8675
0.01482,20.71281
0.01448,20.16666
0.01493,18.79266
0.01425,20.44834
0.01475,19.75926
0.01502,19.72535
0.01509,19.99347
0.01499,19.43167
0.0146,19.78273
0.01472,21.34582
0.01473,19.64528
0.01458,21.22975
0.0145,19.59912
0.01474,19.89228
0.0146,21.20367
0.01481,20.00078
0.01468,21.3286
0.01431,21.03075
0.01416,20.32158
0.01465,20.8041
0.01493,19.67449
0.01476,20.17761
0.0147,20.0133
0.01476,21.02736
0.0151,20.615
0.01488,19.47992
0.01538,20.87634
0.015,20.82183
0.015,19.741
0.01544,20.52841
0.0148,19.982
0.01466,18.90169
0.015,21.13273
0.01474,19.41498
0.01544,20.99267
0.01526,20.31819
0.01526,20.09102
0.01504,19.37064
0.01493,20.97363
0.01469,20.59675
0.0147,20.49138
0.01438,19.99712
0.0146,20.14188
0.0145,20.74176
0.01482,20.95589
0.01488,20.42878
0.01549,20.90477
0.01554,20.26525
0.01499,19.6844
0.01486,22.18957
0.01515,20.34584
0.01505,19.45958
0.01455,21.1922
0.01469,20.53076
0.01447,19.37716
0.01477,19.4661
0.0148,19.92853
0.01484,21.31426
0.01465,21.53256
0.0144,20.64474
0.01563,21.24071
0.01508,20.22117
0.01503,20.39879
0.0147,20.89669
0.01491,20.5378
0.01444,20.97259
0.01463,20.3088
0.01471,22.27303
0.01442,18.76423
0.01432,18.72511
0.0146,20.29498
0.01488,20.0519
0.01497,20.6004
0.0151,19.80177
0.01501,20.87947
0.01527,24.09407
0.01543,22.6713
0.01512,22.81579
0.01519,22.66217
0.01544,23.15251
0.0148,22.34371
0.01496,23.04583
0.01401,23.04297
0.01484,22.42196
0.01466,22.53515
0.0156,22.72659
0.01563,22.17913
0.01482,24.45295
0.01448,22.28946
0.01497,22.80067
0.01484,24.23308
0.015,22.80536
0.01452,21.88389
0.01529,22.27485
0.01522,22.50516
0.01504,22.40892
0.0153,23.63007
0.01499,22.91803
0.01591,23.86428
0.01517,22.53541
0.01525,22.82466
0.01515,23.69345
0.01578,23.09122
0.01501,21.52344
0.01539,23.17807
0.01537,23.60294
0.01551,23.42924
0.01574,22.73337
0.0157,22.33432
0.01541,22.02186
0.01535,25.17464
0.01506,22.51976
0.01503,22.31867
0.01552,23.44723
0.01518,23.08678
0.01541,22.16244
0.01546,23.16164
0.01466,21.85494
0.01504,22.07142
0.01566,23.48923
0.01547,23.6538
0.01489,24.07946
0.01557,22.57193
0.01565,23.4042
0.01506,22.95716
0.01514,23.13608
0.01538,22.50672
0.01577,23.11521
0.0157,24.15771
0.01498,22.35884
0.01526,22.55706
0.01482,23.35386
0.01545,22.0988
0.01567,23.7224
0.01524,24.41957
0.01559,23.60894
0.01559,22.18226
0.01524,21.05918
0.01531,22.48481
0.01511,23.88932
0.01566,22.17966
0.01494,21.00623
0.0148,23.03566
0.01536,22.77224
0.01502,22.95794
0.01579,23.68614
0.01546,21.62802
0.01526,23.38803
0.01599,22.99602
0.01561,23.66632
0.01541,22.90238
0.01489,22.46734
0.01554,22.94125
0.01612,23.49888
0.01606,21.79469
0.01563,22.32858
0.01572,21.82312
0.01544,22.99628
0.01553,23.05522
0.01583,22.01638
0.01568,22.97307
0.01597,22.03542
0.01609,22.99289
0.0159,23.37368
0.01615,22.86796
0.01535,23.2584
0.01563,22.98559
0.01634,20.9585
0.01588,22.82805
0.016,23.45819
0.01556,23.67649
0.015,21.80851
0.01622,23.46967
0.01575,22.39796
0.01524,21.80121
0.0156,23.06566
0.01589,23.46706
0.01563,23.66267
0.01583,22.2433
0.01582,22.49107
0.01649,23.25527
0.01617,22.90578
0.01549,23.15747
0.01603,23.47019
0.01584,23.16633
0.01591,24.72864
0.01616,23.14573
0.01621,23.01793
0.01639,22.93786
0.01622,21.97856
0.01589,22.66608
0.01577,24.3348
0.01676,23.06957
0.01572,21.61394
0.0163,23.06879
0.01601,22.28268
0.01674,22.0988
0.01614,22.58471
0.01645,21.99395
0.01649,22.5688
0.01628,24.31289
0.01655,23.03462
0.01668,24.43782
0.01656,23.07348
0.01656,22.80093
0.01669,22.05185
0.01655,24.09511
0.01702,23.71066
0.01693,22.2193
0.01682,21.96187
0.01654,22.79101
0.01655,22.92612
0.01674,23.07635
0.01651,21.42693
0.01678,22.77641
0.01658,22.83275
0.01624,22.18435
0.01659,23.68719
0.0162,20.95485
0.0167,21.9517
0.01707,24.27533
0.01712,22.20078
0.01655,24.15771
0.01685,22.15488
0.01612,21.20472
0.01658,23.05914
0.01682,22.10011
0.01674,21.73027
0.01642,22.02812
0.0165,23.61077
0.01678,22.76624
0.01674,22.46264
0.01658,21.95066
0.01689,22.76285
0.01695,23.32674
0.01722,24.25238
0.01702,23.25866
0.01685,22.95116
0.01699,22.49472
0.01689,22.88022
0.0169,23.87315
0.01707,22.20965
0.01661,22.17548
0.01692,22.84605
0.01701,22.45665
0.01698,22.04377
0.01692,22.22999
0.01725,23.57764
0.01673,21.57038
0.01704,22.08002
0.01651,22.67573
0.0167,22.82962
0.01648,21.88102
0.01692,22.76154
0.01657,22.35545
0.01678,23.71588
0.01701,22.1348
0.01685,22.8703
0.0164,23.03723
0.01709,23.5633
0.01729,23.49601
0.01701,22.16609
0.01673,22.01873
0.01674,23.71457
0.01711,22.07116
0.01669,22.54741
0.01747,23.17911
0.01735,22.6773
0.01747,22.36953
0.01744,23.80508
0.01732,21.49814
0.01708,23.17338
0.01721,22.72946
0.01707,21.61107
0.01707,22.72398
0.01737,22.52837
0.01684,22.34501
0.01657,24.48086
0.01721,22.78058
0.01687,22.07585
0.01672,21.48849
0.01747,22.72764
0.01641,23.8828
0.01719,22.19348
0.01677,22.50411
0.01694,23.46967
0.0172,21.97152
0.01664,22.08446
0.01637,23.78082
0.01723,23.2704
0.01697,23.37394
0.01676,21.17942
0.017,24.78002
0.01643,23.58599
0.01697,23.41229
0.01681,23.39272
0.01737,22.98089
0.01652,22.13245
0.01604,23.89689
0.01677,23.07531
0.01656,23.28657
0.01722,23.69658
0.01628,22.75346
0.01633,23.21276
0.01645,22.40474
0.01647,24.06668
0.01615,22.93029
0.01644,23.77743
0.01619,22.81605
0.0162,23.44906
0.01622,22.42978
0.01668,23.87576
0.01607,22.44282
0.01627,21.98848
0.01651,22.85179
0.01661,23.43628
0.01627,23.38099
0.01636,22.96837
0.01635,22.50933
0.01603,22.58627
0.01562,22.70338
0.01623,23.19372
0.01624,22.44856
0.01612,22.04455
0.01644,23.30144
0.01675,22.9788
0.01641,22.70651
0.01626,23.50957
0.01605,22.2879
0.01642,23.05288
0.01642,22.71068
0.01648,22.54924
0.01616,21.55395
0.01633,23.19346
0.01683,21.97856
0.01647,23.25423
0.01675,26.23513
0.01659,26.83058
0.0166,27.06349
0.01672,26.10315
0.01621,25.38329
0.01626,27.61512
0.01608,25.61438
0.01611,26.63183
0.01654,26.45734
0.01656,27.86446
0.0165,26.93308
0.01637,27.01941
0.01612,27.98887
0.01669,26.04238
0.01611,25.62951
0.01605,25.70123
0.0159,26.77293
0.01628,27.19572
0.01625,25.94588
0.01619,25.49597
0.01648,27.63781
0.01601,24.74924
0.01623,26.29746
0.01605,26.06351
0.01596,25.71792
0.01628,28.81515
0.01658,27.39055
0.0166,27.42863
0.0163,25.86268
0.01621,25.58751
0.01607,26.78571
0.01686,28.11354
0.01656,26.55672
0.01631,25.65585
0.01595,26.24895
0.01586,26.77633
0.01633,26.58097
0.01624,26.48134
0.01635,25.42268
0.01629,26.66
0.01627,26.32615
0.01622,26.61097
0.0164,26.28416
0.01608,26.40153
0.01627,25.06405
0.01626,26.00274
0.01607,26.35589
0.0159,27.04627
0.01601,24.65326
0.01589,27.27762
0.01702,27.18894
0.01674,27.06975
0.01605,26.62505
0.01651,25.74713
0.01631,27.4495
0.01668,25.9644
0.01624,26.31363
0.01646,26.45552
0.0162,25.82538
0.01659,25.23228
0.01648,26.74894
0.01641,26.45734
0.01602,27.29509
0.01592,29.06292
0.01656,26.52985
0.01608,26.79432
0.01616,26.41561
0.01585,25.82773
0.01609,25.59247
0.0166,27.72597
0.01656,25.84911
0.01689,27.21711
0.01697,26.81962
0.01627,27.02697
0.01606,25.75705
0.01624,25.57239
0.0162,27.5194
0.01697,25.77948
0.01617,25.51944
0.0163,29.0165
0.0157,27.18033
0.01641,26.61227
0.01646,26.87387
0.01638,25.96335
0.01622,27.36447
0.01653,25.24845
0.01635,27.26927
0.01629,26.37101
0.01671,25.3726
0.01666,27.00898
0.01638,25.37677
0.01653,25.82955
0.01681,27.31022
0.01613,25.53326
0.01614,25.14725
0.01661,26.66209
0.01636,26.63757
0.01629,26.12141
0.01648,26.77815
0.0164,27.1493
0.01637,26.2826
0.01676,27.17094
0.01702,27.00193
0.01679,26.60314
0.01729,26.08829
0.01682,26.38014
0.01716,26.95499
0.01702,25.99413
0.0164,26.14488
0.01686,27.80421
0.01695,27.71293
0.01684,25.15351
0.01696,27.04601
0.01688,27.33865
0.01696,27.69076
0.01655,27.42029
0.01696,25.52622
0.01675,27.19885
0.01682,26.91195
0.01669,26.05777
0.01696,26.51577
0.01687,27.45341
0.01667,25.66133
0.01679,26.91769
0.01697,26.66209
0.01662,26.16731
0.01675,24.16057
0.01637,27.07914
0.01647,25.46519
0.01666,28.75307
0.01722,27.07601
0.01716,26.03482
0.01681,26.42865
0.01673,24.52389
0.01697,26.91091
0.01677,26.79849
0.01669,26.07394
0.01722,25.8825
0.01602,26.45239
0.01694,27.86446
0.01671,26.62166
0.01659,26.14514
0.01666,25.88354
0.01663,24.63083
0.01642,26.71947
0.016,24.71403
0.01664,24.89191
0.01651,27.69936
0.01719,25.95605
0.01698,26.68504
0.01716,25.59508
0.01729,25.34521
0.01698,27.04862
0.01729,26.07107
0.01707,27.34856
0.0174,28.02747
0.0177,26.49099
0.01771,26.57549
0.01756,26.61827
0.01726,26.7106
0.01701,27.09009
0.01685,26.48577
0.01684,26.50716
0.01698,26.93855
0.01716,27.09479
0.01645,25.61125
0.01711,26.18714
0.01695,28.00217
0.01673,27.39394
0.01656,26.26121
0.01693,28.20248
0.01704,27.05618
0.01735,25.51057
0.01664,27.42863
0.01663,26.55359
0.01713,26.3671
0.01687,27.45863
0.01681,25.05492
0.01633,25.18794
0.01685,26.66183
0.01668,26.40257
0.01647,27.38273
0.01674,26.62088
0.01701,26.09872
0.01693,26.45265
0.01718,27.79195
0.01696,26.35197
0.01719,26.65009
0.01727,25.69054
0.0171,26.58384
0.01708,26.3684
0.01675,25.5257
0.01655,26.27399
0.01686,26.1754
0.01633,25.51475
0.01675,25.14099
0.01653,27.01315
0.01634,25.07396
0.01681,25.14386
0.01647,27.04706
0.01689,27.17564
0.01606,25.0531
0.01689,26.34154
0.01719,25.50718
0.01681,26.15062
0.0173,27.66154
0.01698,26.35536
0.01689,27.03793
0.01739,28.26351
0.01723,25.00902
0.01736,26.60419
0.01756,26.11906
0.01726,25.31105
0.01791,27.13208
0.01723,26.38405
0.0176,26.03743
0.01691,27.98731
0.01716,24.7096
0.0175,25.53587
0.01772,27.22128
0.01778,26.20722
0.01723,25.46076
0.01745,26.66026
0.01778,26.39892
0.01766,26.461
0.01805,26.85118
0.01763,24.34706
0.01785,25.72184
0.01767,26.67956
0.01751,27.09192
0.01784,26.51603
0.01768,25.28288
0.01817,27.11148
0.01836,25.83581
0.01802,25.66915
0.01794,26.07055
0.01759,25.89189
0.01827,27.46619
0.01817,26.91899
0.018,26.71086
0.01775,26.99359
0.01768,26.34754
0.01758,26.87544
0.01759,26.32928
0.01799,25.97509
0.01816,25.94692
0.01761,25.74087
0.01769,25.78521
0.01814,27.10209
0.01797,25.90676
0.01764,25.84625
0.0182,26.98029
0.01752,27.48497
0.01707,26.76694
0.01772,25.48945
0.01736,25.973
0.01748,26.12767
0.0177,26.88483
0.01758,26.12897
0.01824,28.01704
0.0174,26.05725
0.01707,28.66909
0.01726,30.44787
0.01756,29.53031
0.01739,28.86001
0.01729,29.08927
0.01761,29.69593
0.01752,30.28642
0.01716,30.33389
0.01748,28.83392
0.01738,27.97766
0.01723,29.42677
0.01813,30.65757
0.01737,29.00476
0.01745,30.49012
0.0179,29.39781
0.01743,29.23872
0.0177,29.40147
0.01748,29.36234
0.01764,29.93015
0.01764,29.32635
0.01731,28.94295
0.01761,29.50032
0.0177,28.8634
0.0175,29.35895
0.01758,29.60621
0.01759,28.78359
0.01751,28.68187
0.01772,29.00502
0.01755,28.58223
0.01776,30.89857
0.01803,29.69358
0.01805,27.8569
0.01808,28.94816
0.01755,28.51677
0.01756,29.72775
0.01757,28.17797
0.01723,28.02226
0.01781,29.03293
0.01789,27.7304
0.0181,29.41477
0.01857,29.96562
0.01791,28.41088
0.01827,29.41059
0.01812,28.14041
0.01797,29.09161
0.01832,29.89207
0.01766,28.48391
0.01819,29.9591
0.01793,29.13491
0.01792,28.30733
0.01804,29.93614
0.01824,28.82923
0.01791,29.14378
0.01789,30.01961
0.01811,29.37904
0.01774,29.28984
0.01796,29.48754
0.01816,29.35895
0.01763,27.96566
0.01766,29.81173
0.01792,28.28151
0.01787,28.01339
0.01731,29.01128
0.01797,29.2348
0.01801,27.46567
0.0177,29.79374
0.01847,28.79819
0.01819,28.71943
0.01806,30.11168
0.01854,28.17066
0.01832,27.6871
0.01892,29.44111
0.01809,28.33107
0.01764,28.63257
0.01827,27.98887
0.01812,29.89911
0.01802,27.9221
0.01813,28.89626
0.01807,28.72308
0.01793,28.92625
0.01785,29.00215
0.01791,28.79141
0.01798,30.3631
0.01803,29.05588
0.01819,28.66022
0.01881,29.07727
0.01838,29.10831
0.01836,28.15006
0.01853,29.70871
0.01898,30.53681
0.0182,27.66598
0.0176,29.13674
0.01818,29.02771
0.01805,28.97529
0.01799,30.15419
0.01839,28.22752
0.01827,28.71734
0.01831,28.96903
0.01879,27.76535
0.01893,29.40251
0.01825,29.62499
0.01843,27.82169
0.01838,27.97844
0.01824,29.1576
0.01848,29.74992
0.01862,30.58063
0.01777,29.59186
0.01825,28.60727
0.01849,29.54648
0.01875,28.30968
0.01803,30.28512
0.01789,29.99796
0.01798,28.90174
0.01785,28.34593
0.01798,28.91947
0.01777,30.06395
0.01806,30.08351
0.01825,29.76713
0.01803,29.01311
0.01805,28.90435
0.01839,30.01178
0.01858,30.06681
0.01874,27.89524
0.01876,29.08744
0.01866,27.87542
0.01824,28.39914
0.01912,29.79948
0.01839,27.57156
0.01846,28.06764
0.01842,29.21681
0.01864,28.46356
0.01859,30.25095
0.01853,29.41581
0.01898,28.34645
0.0185,29.08118
0.01853,29.05145
0.01914,30.47552
0.01862,29.36
0.01873,28.38871
0.01876,29.68132
0.018,28.80028
0.01838,29.46902
0.01815,28.86131
0.01864,30.30364
0.01819,28.66022
0.01838,28.74655
0.01872,29.63725
0.01835,28.96668
0.01864,28.43539
0.01862,29.34956
0.01842,29.29688
0.01815,28.02278
0.01885,29.37486
0.01861,30.04699
0.01814,30.10802
0.01808,26.95916
0.01879,29.67115
0.01857,29.12943
0.01849,29.50501
0.01862,29.49614
0.0182,29.79582
0.01787,28.4873
0.0184,28.66517
0.01771,29.47293
0.01766,30.70321
0.01814,29.42337
0.01824,28.8887
0.01816,29.75383
0.01791,27.68789
0.01857,29.19385
0.01902,28.69647
0.01831,27.94792
0.01866,28.82088
0.01865,28.67326
0.01863,28.52798
0.01839,29.03449
0.01849,27.84777
0.01846,28.43644
0.01832,27.80943
0.01888,30.4317
0.01829,30.1328
0.01894,28.23169
0.01901,28.7163
0.01823,28.69334
0.01866,28.72412
0.01865,28.13415
0.01859,30.37849
0.01873,28.97946
0.01903,29.52118
0.01939,28.48625
0.01831,29.53266
0.01948,29.0817
0.01903,29.35035
0.01916,28.86757
0.01881,27.79248
0.01871,30.22774
0.01924,28.97242
0.01939,29.29088
0.01894,29.24393
0.01925,28.46721
0.01902,28.95964
0.01926,29.60856
0.01874,29.93171
0.01878,29.97761
0.01922,27.54887
0.01925,28.40827
0.01921,29.35687
0.01901,29.50605
0.01989,28.47426
0.01954,29.05849
0.02012,29.96901
0.01946,28.20196
0.02,30.50942
0.01943,29.28045
0.01946,27.82925
0.01971,28.94269
0.01982,30.17845
0.01975,30.37615
0.01983,30.79163
0.0194,28.31437
0.01934,27.71814
0.01997,30.60254
0.01946,29.07075
0.01877,29.49301
0.01961,28.4487
0.01953,29.66933
0.01919,28.11615
0.01954,29.80078
0.01944,29.05406
0.01962,29.54335
0.01898,28.11198
0.0197,28.88974
0.01944,29.74653
0.01937,29.26088
0.01923,27.88089
0.01963,29.56057
0.01965,31.03419
0.0197,28.94034
0.01943,28.64222
0.0195,29.08431
0.01912,28.90252
0.01908,29.43642
0.01874,28.60284
0.01908,28.69282
0.01902,30.45152
0.01924,30.85892
0.01901,27.66154
0.01953,28.89365
0.01928,28.39288
0.01843,28.59188
0.01959,31.07801
0.01967,28.91999
0.01954,29.15186
0.01897,29.01937
0.01999,28.54415
0.01918,29.68811
0.01942,29.60047
0.01895,28.0546
0.01939,28.58563
0.01994,28.95025
0.01955,28.56372
0.01948,32.13876
0.01925,31.41786
0.01945,32.32916
0.01939,31.12496
0.0192,32.42775
0.01917,32.47313
0.01901,32.74438
0.01977,31.87142
0.01945,31.87872
0.01925,32.69691
0.01922,31.24937
0.01934,31.97444
0.01952,31.06236
0.01943,32.69561
0.01919,31.40221
0.02005,32.78507
0.01895,31.59678
0.01967,31.144
0.01964,32.67187
0.01924,31.6046
0.01934,31.15678
0.01901,32.22952
0.01966,31.30779
0.01951,32.31768
0.01932,31.90115
0.0192,30.53212
0.01968,30.27886
0.01969,32.14893
0.01954,32.73864
0.01933,32.22692
0.01962,32.16119
0.01894,31.87951
0.01898,33.04563
0.01885,32.5712
0.01923,30.8511
0.01898,32.41418
0.01924,31.99218
0.01939,32.64057
0.01909,33.54692
0.01918,31.14504
0.01866,30.4896
0.01831,32.81376
0.0189,31.82421
0.01888,31.21233
0.01943,31.10096
0.019,30.58298
0.01872,32.4906
0.01891,33.03024
0.01934,31.44446
0.01911,31.52401
0.01847,31.82499
0.01808,32.67083
0.0186,32.36228
0.01865,32.3542
0.01867,32.21387
0.0183,31.40768
0.01861,31.90846
0.01843,32.45904
0.01838,30.98098
0.01929,30.85031
0.01904,31.40638
0.01894,33.62569
0.01847,34.21644
0.0195,31.60252
0.01887,32.25195
0.01888,31.31457
0.01911,32.34507
0.01878,31.00837
0.01887,31.84221
0.01938,32.73995
0.01964,33.45642
0.01879,31.17034
0.01947,30.51125
0.01938,33.68515
0.01923,32.01383
0.0185,31.108
0.01903,33.45485
0.01909,32.05347
0.01881,32.08686
0.01934,32.67318
0.01803,32.05817
0.01877,31.65364
0.01887,32.21153
0.01891,31.76474
0.0183,32.43948
0.01863,32.02895
0.01853,32.23813
0.0191,32.22405
0.01949,31.08844
0.01942,32.4181
0.01947,32.91913
0.01964,33.12126
0.01946,31.56
0.01949,31.13461
0.02025,33.08397
0.01972,32.39619
0.0202,32.41262
0.01953,31.58713
0.01959,31.47054
0.01982,32.16771
0.01988,32.88627
0.01972,30.50708
0.02027,31.8143
0.01981,31.25563
0.01981,31.88576
0.02025,31.94028
0.01986,31.39073
0.01991,32.05999
0.0199,32.27543
0.01969,31.89098
0.02003,32.88105
0.01972,31.70006
0.01963,31.62599
0.02022,33.67003
0.01993,31.9022
0.02028,31.55192
