'strain','stress'
1.90747,166.75551
1.9095,167.24529
1.90188,167.57661
1.9018,167.24162
1.91433,166.59375
1.90316,167.43136
1.90825,167.64316
1.9068,167.20554
1.91905,167.15007
1.90517,167.60241
1.90915,166.84376
1.91184,166.87135
1.91681,167.10833
1.88885,167.43029
1.90477,166.72891
1.90073,167.25417
1.90505,167.26908
1.89756,167.47835
1.90229,167.05007
1.89703,167.24267
1.91794,166.43106
1.90019,166.87763
1.90531,166.5952
1.90551,166.65326
1.89858,167.53212
1.91684,166.54697
1.91911,167.1428
1.89915,167.41434
1.89806,166.64153
1.91457,166.44252
1.89878,167.10707
1.90614,166.47137
1.93954,165.72825
1.9152,167.04965
1.89127,167.22612
1.91744,166.88169
1.89495,166.91867
1.91423,166.76028
1.91468,166.78404
1.91082,166.90363
1.90147,167.26079
1.90623,166.85585
1.8989,166.78956
1.91634,166.56404
1.91051,167.09249
1.91007,166.61439
1.90484,167.42171
1.91831,166.73279
1.90638,166.59218
1.91757,166.39868
1.91901,166.39838
1.90267,166.32653
1.92608,165.9743
1.91514,165.60224
1.92061,165.69055
1.91917,165.34278
1.8978,167.00968
1.90433,166.33219
1.91483,166.30045
1.91116,166.0876
1.91854,166.50142
1.89851,166.9151
1.916,166.35118
1.92068,166.25902
1.91412,166.73091
1.91488,166.10073
1.90881,166.73949
1.91446,166.38244
1.90098,166.65114
1.91646,166.4622
1.92374,165.99999
1.91885,166.59213
1.90626,166.18196
1.90459,166.3892
1.90703,166.67964
1.90712,166.98991
1.92245,166.15839
1.9195,166.02246
1.91692,165.79177
1.92163,165.61835
1.91271,167.1163
1.90245,167.09177
1.9108,166.99621
1.90822,166.75258
1.90458,166.80612
1.91093,166.24245
1.91424,166.8771
1.91147,166.70914
1.93006,165.80583
1.89768,166.47233
1.91963,165.80245
1.91169,166.82188
1.91292,166.76436
1.88873,167.78686
1.9058,167.63133
1.89468,168.2196
1.90192,167.60124
1.90811,167.03476
1.90748,167.14428
1.9034,166.88138
1.92491,167.08078
1.90101,166.98615
1.90553,166.8672
1.91707,166.09882
1.89236,166.89119
1.91241,166.97946
1.89967,167.52122
1.90957,166.51174
1.91448,166.09325
1.91824,166.05111
1.90476,166.71828
1.90665,166.82946
1.91018,166.69648
1.90881,167.69432
1.92374,167.17498
1.90845,167.23142
1.90201,166.94364
1.90472,167.47832
1.90053,166.78125
1.90655,167.38554
1.91882,167.17456
1.91085,167.12981
1.88843,167.25023
1.91978,167.29885
1.91802,166.72841
1.91919,166.15027
1.9001,166.9292
1.91422,166.7859
1.91263,166.95851
1.9079,167.14794
1.90293,167.33715
1.90392,166.25416
1.90286,167.0908
1.91162,166.76736
1.90015,167.71251
1.90148,167.47779
1.90858,167.99094
1.89337,168.25867
1.90985,167.33327
1.91554,167.11811
1.91492,167.54238
1.8932,168.76088
1.90301,167.90599
1.90105,167.79521
1.91196,167.3876
1.90346,167.60186
1.89215,167.35816
1.9081,167.71154
1.90364,166.93056
1.9309,167.13141
1.93948,167.01782
1.9384,167.23382
1.92986,167.44646
1.91684,168.56336
1.9305,167.99109
1.92209,167.56084
1.93667,167.76732
1.92697,168.06619
1.90869,168.17676
1.92749,168.616
1.90713,168.77364
1.92123,168.69214
1.94579,166.96644
1.91361,167.99838
1.91623,167.89175
1.9429,168.02247
1.91637,168.81449
1.92101,168.22283
1.92451,168.55933
1.92759,168.44721
1.93655,168.18618
1.94412,167.03892
1.93673,166.65007
1.9379,167.62274
1.92942,167.65019
1.91913,168.39364
1.93069,167.23256
1.93379,167.95818
1.92431,167.55346
1.92368,168.85321
1.93223,167.64963
1.93782,166.18251
1.93218,167.62717
1.93175,167.40657
1.92278,168.10035
1.93009,168.12433
1.92901,167.46257
1.92285,167.96898
1.93242,168.38623
1.9393,167.62335
1.93763,168.16776
1.92679,168.1078
1.9364,167.57428
1.94153,167.73177
1.94073,167.79531
1.91917,167.91031
1.93671,167.49361
1.93004,168.11047
1.92346,168.31651
1.93414,167.8272
1.9221,168.21224
1.94843,166.85462
1.94692,166.32259
1.93007,167.50516
1.94043,166.93717
1.94215,166.99843
1.9321,167.45366
1.94325,166.43355
1.93501,166.55674
1.94193,167.37528
1.92668,168.24832
1.92604,167.24906
1.92941,168.17196
1.91856,168.41957
1.94237,167.26226
1.94935,167.23459
1.92103,167.74869
1.93526,167.83403
1.95183,166.56717
1.9398,167.1318
1.93645,167.56762
1.93246,167.09608
1.94783,165.51429
1.93024,166.20544
1.93262,167.02724
1.94334,166.65346
1.92377,167.42752
1.94538,166.9853
1.92364,166.41355
1.93291,166.72244
1.94525,166.70426
1.95678,166.29263
1.94162,166.72001
1.91886,168.11199
1.94279,167.63971
1.93206,168.01602
1.93692,166.84762
1.92948,167.70783
1.93898,167.08624
1.94667,166.39104
1.92683,167.9964
1.9346,166.9264
1.93705,166.99459
1.92306,167.65285
1.91971,167.01319
1.94137,166.60252
1.94747,166.53071
1.93884,167.27736
1.92458,166.69547
1.92708,166.40496
1.93371,167.13269
1.93444,167.37378
1.94395,166.79351
1.93164,167.30201
1.93289,167.39453
1.93604,167.66885
1.92466,167.76156
1.93561,167.33374
1.93831,167.34687
1.93914,167.2966
1.93467,167.88047
1.91736,168.22482
1.93388,168.34803
1.94258,168.01343
1.94601,167.28243
1.9322,167.10069
1.93294,167.65011
1.92425,168.39453
1.92947,167.44457
1.92778,167.35563
1.91921,167.87926
1.93224,167.80061
1.93565,167.48801
1.92282,167.95387
1.9288,167.843
1.93574,168.0904
1.92365,167.67773
1.93145,167.31135
1.92947,167.44726
1.93296,166.77457
1.93873,166.81017
1.93512,166.78209
1.91362,167.42715
1.94064,167.7717
1.93764,167.81852
1.9293,167.41039
1.93604,167.55764
1.92552,167.59542
1.92657,167.00218
1.93465,167.02981
1.93718,167.84178
1.93369,167.27345
1.93154,168.03429
1.93232,167.18541
1.92184,168.16274
1.93957,167.6807
1.94765,166.40438
1.93387,166.80366
1.91621,167.44
1.93619,167.25602
1.93687,167.2187
1.93552,167.83985
1.92329,167.66787
1.92696,167.40386
1.93269,167.50142
1.93574,167.5349
1.93219,167.49567
1.92077,168.38401
1.92166,167.49114
1.94114,166.77505
1.94481,167.02604
1.93093,167.22957
1.93552,167.10321
1.93113,167.35603
1.93574,167.56443
1.92271,167.67995
1.94197,167.03006
1.93741,167.49005
1.93146,166.32564
1.94698,166.79835
1.93543,167.21609
1.93526,167.10847
1.93843,167.45115
1.93144,167.01918
1.93931,166.34545
1.94023,167.06581
1.93679,166.99936
1.93465,167.12638
1.94347,166.33106
1.95211,165.89728
1.9354,165.81006
1.94368,166.15935
1.92332,166.50753
1.95843,166.51581
1.93643,166.71794
1.93452,166.47243
1.93359,167.07425
1.93884,167.47183
1.9447,166.84261
1.95504,166.39149
1.93058,166.42297
1.94244,166.40578
1.95378,166.082
1.94209,166.27573
1.92877,167.4995
1.9275,167.20389
1.93283,166.81263
1.94498,166.27325
1.94512,166.64174
1.94686,166.42696
1.94961,166.04459
1.93912,166.77998
1.93905,166.77388
1.94197,167.32691
1.94469,167.19065
1.9322,167.13569
1.93126,166.62424
1.93846,167.32255
1.94921,166.34178
1.94199,166.72488
1.93249,167.90094
1.93553,167.04038
1.93179,166.95718
1.93457,166.63227
1.94203,166.23436
1.93593,167.22251
1.94394,166.72111
1.92487,166.97155
1.92536,167.27594
1.93522,167.30105
1.94938,166.27423
1.92689,167.41448
1.93758,166.74714
1.93955,167.23674
1.92872,167.15826
1.93197,167.22752
1.92989,167.25493
1.93093,167.01575
1.94099,167.20073
1.93247,167.2947
1.94511,166.41736
1.93666,167.26312
1.94089,167.04563
1.92943,166.50628
1.93624,167.38957
1.94469,166.21334
1.9408,165.97321
1.94148,166.55467
1.94089,166.37551
1.92971,166.63656
1.9373,167.05466
1.94918,165.68491
1.93082,166.72587
1.93239,166.75828
1.93956,165.94005
1.93404,166.56847
1.938,167.62171
1.94188,166.76453
1.95126,166.11472
1.95791,166.56737
1.92717,166.20872
1.93706,166.8018
1.95121,166.1506
1.94619,166.29608
1.93574,166.9083
1.93383,166.30664
1.93612,167.23082
1.94988,166.3397
1.9429,166.05271
1.93568,166.13003
1.95892,166.58832
1.96611,167.08617
1.9669,167.13089
1.96581,167.062
1.95959,167.03683
1.95922,166.47226
1.97098,166.78653
1.95377,167.88781
1.96555,167.38626
1.98257,166.03708
1.95739,167.30781
1.96468,166.10025
1.9683,167.53697
1.97122,167.31142
1.96815,167.20247
1.94943,167.86394
1.95736,166.36174
1.94888,167.86867
1.96396,168.28519
1.94364,168.48432
1.95451,167.91469
1.94398,168.04102
1.94347,168.01407
1.95914,167.22955
1.96753,168.12639
1.96313,167.23804
1.96005,167.16846
1.94897,167.6851
1.96934,166.90514
1.9597,167.17013
1.97428,167.14027
1.95168,167.43389
1.94727,167.78502
1.96737,167.28179
1.96174,167.55179
1.95483,167.69142
1.96325,167.25123
1.94994,168.26306
1.94314,167.79162
1.96805,167.82702
1.95553,168.14701
1.95488,167.6172
1.94649,167.57832
1.95695,167.45803
1.96424,167.5676
1.96606,167.06718
1.9718,167.39091
1.95739,167.66458
1.94272,168.01324
1.96492,167.2519
1.95334,167.64048
1.96043,168.04684
1.95767,167.81526
1.93957,167.74755
1.94756,167.95197
1.95252,167.35339
1.94975,168.0665
1.94623,168.85207
1.95555,167.10009
1.96631,167.68181
1.95988,167.51347
1.95309,168.81583
1.95579,169.14729
1.96189,168.8918
1.95471,167.13707
1.96546,167.89833
1.9625,167.47789
1.96555,167.19453
1.9576,168.03262
1.95666,167.1722
1.95738,166.65651
1.96035,167.6404
1.97685,167.03189
1.96006,167.4124
1.95761,167.48134
1.97075,166.2783
1.95265,167.00025
1.96904,166.95557
1.96974,166.54402
1.97656,166.0357
1.9652,166.25948
1.95712,165.92949
1.97276,165.98159
1.97685,166.22465
1.95838,166.71416
1.96086,166.55088
1.96438,166.06986
1.96223,166.04051
1.97484,165.69357
1.97223,165.95325
1.97047,166.10438
1.96544,166.34579
1.9585,166.54624
1.97845,165.65176
1.97385,166.08994
1.97699,165.52809
1.9656,165.31841
1.96394,165.52942
1.98635,165.84782
1.97988,165.74365
1.97936,164.99549
1.95479,166.09622
1.97481,165.20754
1.97659,165.0369
1.97962,165.42671
1.96329,167.02875
1.95823,166.78376
1.96914,166.57841
1.96232,167.31866
1.96814,166.88828
1.96802,166.90655
1.96617,167.52126
1.95209,167.65132
1.95322,167.73021
1.96552,167.76825
1.95849,167.79286
1.94652,167.78591
1.95865,168.04307
1.96448,167.24
1.96045,166.6195
1.97315,166.92048
1.95575,166.67144
1.95647,167.15858
1.94629,168.04902
1.95787,166.93656
1.96869,167.24149
1.97041,166.97543
1.9667,166.54761
1.96975,166.73898
1.95017,166.76645
1.95969,167.23953
1.963,167.94299
1.96754,167.37436
1.95917,167.13972
1.95257,167.14997
1.95611,166.45179
1.96787,167.70366
1.96735,166.93156
1.97292,166.84437
1.97444,166.20774
1.97227,166.26393
1.96643,166.63384
1.97266,166.63418
1.97318,166.80331
1.96672,166.2749
1.95462,166.85832
1.95228,167.42762
1.965,166.91403
1.96403,166.99673
1.9635,166.79529
1.95222,167.41159
1.98208,166.90543
1.97916,166.98949
1.96395,167.46189
1.95535,167.4757
1.93504,168.71148
1.95415,167.36532
1.96513,166.72806
1.96012,166.35102
1.96619,166.79
1.95931,167.62655
1.95192,167.67115
1.94939,167.66986
1.9633,167.95382
1.97532,167.64093
1.95779,167.13626
1.95767,167.15622
1.94742,167.74618
1.94569,167.32527
1.97224,167.68487
1.95758,167.89344
1.94765,167.47961
1.96396,167.33394
1.95532,167.51823
1.95945,167.81972
1.95432,168.42197
1.95353,167.84994
1.94587,168.20638
1.96352,167.31625
1.94944,167.97287
1.96928,166.70907
1.94784,168.10079
1.95233,168.04671
1.94542,168.15204
1.96594,168.67009
1.94693,168.6315
1.94263,169.25107
1.94067,169.15057
1.92753,169.4708
1.9599,167.99037
1.96627,168.60733
1.95201,167.72108
1.94234,168.45501
1.94449,168.58977
1.94489,168.03667
1.95388,167.86548
1.95311,168.23852
1.94774,168.4025
1.95484,168.22795
1.95904,167.55459
1.94339,168.37583
1.96354,167.90141
1.96788,168.04918
1.95004,167.66695
1.93066,168.89389
1.95281,168.23471
1.94989,168.55947
1.95781,168.46766
1.95793,168.34421
1.9523,167.53532
1.95394,167.32215
1.94704,168.75612
1.94486,168.39039
1.95403,167.6949
1.95844,167.95204
1.95147,167.921
1.94972,168.72602
1.96378,167.66616
1.96227,167.97431
1.94112,168.36482
1.94721,168.74191
1.95535,168.50353
1.95371,167.9377
1.95478,167.7669
1.95614,168.04325
1.94417,168.5374
1.95254,168.2415
1.9491,168.56211
1.96243,167.93597
1.97069,167.06509
1.93582,169.36783
1.94255,169.07769
1.96021,167.97365
1.95669,168.25998
1.95637,169.10904
1.94906,169.28228
1.94303,167.83211
1.96065,167.95462
1.94404,168.79982
1.95131,169.06284
1.952,168.80852
1.93852,169.75201
1.9609,167.93326
1.96705,168.41545
1.94993,168.50974
1.94699,168.01132
1.94481,168.39362
1.93915,169.16366
1.93455,169.54362
1.96121,168.09983
1.95122,168.59549
1.94407,168.62532
1.94486,168.81243
1.94879,168.74878
1.95732,169.02038
1.97025,168.89054
1.93826,168.3101
1.94225,168.31537
1.95038,168.55417
1.95658,168.67305
1.93674,169.82068
1.96462,169.2646
1.96816,168.79761
1.97323,169.11669
1.96978,169.28634
1.96234,169.94325
1.96762,168.43387
1.97061,169.45439
1.96799,168.91127
1.95839,169.49174
1.97214,169.44888
1.96044,169.9802
1.97298,169.03483
1.95768,169.7054
1.96669,169.25533
1.95863,169.68994
1.97202,170.08745
1.95927,169.70495
1.97771,168.31225
1.96146,169.14355
1.96387,169.79245
1.96188,169.46338
1.95899,170.44585
1.94361,170.42348
1.96526,169.42203
1.96159,170.54843
1.97048,169.47131
1.9605,170.38656
1.97966,169.46822
1.96274,168.68185
1.95445,169.60373
1.96037,170.58293
1.96038,170.03157
1.96493,169.07366
1.9711,169.37653
1.95373,169.29488
1.97064,169.82806
1.97106,169.31454
1.95188,169.51267
1.96755,169.14423
1.96513,169.11676
1.96347,169.1799
1.97474,169.49995
1.96764,170.15924
1.96947,169.70167
1.9537,169.27599
1.9587,169.00184
1.96782,169.36186
1.97989,169.36007
1.96421,169.94419
1.95125,169.04188
1.96469,168.78301
1.97373,168.74266
1.9704,169.38917
1.97163,169.1694
1.96887,168.33522
1.97266,168.41001
1.97591,169.08387
1.9761,168.85743
1.96668,168.83963
1.97181,169.49552
1.96955,169.33689
1.96468,169.01744
1.97741,169.28561
1.97899,168.73107
1.95816,169.14426
1.96696,168.64336
1.96044,168.68898
1.96599,168.72366
1.97053,169.28541
1.95892,169.85603
1.97465,168.95981
1.96305,169.34388
1.97549,168.99932
1.96752,169.49941
1.97372,169.31044
1.95983,169.72993
1.972,169.08624
1.9722,169.7208
1.95694,170.07436
1.96307,169.52748
1.97183,169.88129
1.95242,170.40414
1.95246,169.8337
1.9667,169.18393
1.96913,169.94367
1.97147,168.94173
1.96324,169.16352
1.97866,169.17638
1.95779,169.45149
1.96906,169.63681
1.96509,168.88018
1.95602,169.44809
1.95664,169.42041
1.97572,169.01113
1.97581,169.20207
1.96677,169.58327
1.96414,169.55074
1.97364,169.08637
1.96251,168.70265
1.97002,169.32409
1.96845,169.56358
1.97039,169.10616
1.94853,169.94751
1.97242,169.42909
1.96089,169.46695
1.96015,169.67752
1.97086,169.97156
1.97164,170.02746
1.96123,169.01753
1.96704,169.92642
1.96697,169.27742
1.96183,170.24993
1.97557,170.11903
1.96925,169.46798
1.94693,170.00134
1.97517,169.30191
1.98123,169.78744
1.9619,169.16982
1.96385,169.26195
1.95152,169.39828
1.97271,169.77376
1.96955,170.4093
1.95523,170.23137
1.95972,169.66307
1.96578,170.53018
1.96067,169.98391
1.97507,169.11593
1.97097,169.60488
1.97104,169.51649
1.9566,169.86064
1.96322,169.72496
1.95641,169.84265
1.96053,168.86116
1.97371,169.27453
1.95549,169.62192
1.96336,170.00341
1.95291,170.3096
1.97581,168.5818
1.9716,169.25472
1.95784,168.81504
1.97989,168.08678
1.95271,169.7365
1.97469,169.37187
1.96374,169.28644
1.96809,169.05282
1.98129,168.58389
1.96477,169.2818
1.97813,168.86298
1.95895,169.62503
1.96391,169.08563
1.96999,168.90089
1.96678,168.92312
1.95518,170.15508
1.96523,169.14481
1.97891,169.52526
1.97481,169.36196
1.95069,169.37089
1.96309,169.97976
1.9589,169.13627
1.9678,169.32399
1.96826,169.2089
1.95971,169.50739
1.9628,168.67029
1.97296,169.29581
1.97731,168.63195
1.97734,168.95289
1.97298,169.34728
1.9694,169.09918
1.96599,169.23685
1.98144,168.63517
1.96975,169.56261
1.97011,168.52949
1.9641,168.83974
1.95756,169.42014
1.95739,169.78172
1.97032,169.45701
1.9693,168.40125
1.98523,168.39886
1.96697,169.35188
1.97457,169.23176
1.97704,168.96801
1.96774,169.57451
1.94987,170.44583
1.96226,168.98392
1.94591,170.53537
1.97249,169.47817
1.97852,168.54422
1.973,169.20594
1.95311,169.37287
1.96821,168.76229
1.97123,168.73073
1.97029,168.39283
1.97051,169.24582
1.95387,169.4867
1.96371,168.95199
1.97091,169.27743
1.97369,168.69852
1.97277,169.22183
1.97667,168.6964
1.95939,169.43831
1.97033,168.4262
1.96962,169.70995
1.98793,168.77634
1.9709,168.87708
1.97681,169.21116
1.95364,169.63537
1.96737,168.71939
1.96676,169.16083
1.9749,168.84522
1.95905,169.49118
1.95881,169.86124
1.9672,169.85054
1.95072,170.31541
1.9615,170.26878
1.96293,170.17278
1.95485,170.84548
1.96374,169.71273
1.9646,169.13413
1.95804,170.4149
1.97195,169.35153
1.95444,170.30402
1.95252,170.31323
1.97281,169.60145
1.9653,169.4839
1.97515,169.50135
1.96536,169.91585
1.94982,169.65741
1.96498,169.7219
1.96731,170.02787
1.96583,169.21445
1.966,168.88442
1.98021,169.42638
1.97915,168.62883
1.96412,169.14917
1.97195,169.84456
1.95908,169.93929
1.95868,169.10119
1.95673,170.04438
1.96422,169.53407
1.97751,168.56134
1.96423,169.8323
1.95811,169.74027
1.96933,169.11446
1.9543,169.58655
1.96852,169.7801
1.9621,169.76371
1.96152,170.14714
1.96281,170.17306
1.96953,169.775
1.96745,169.23323
1.95507,170.70624
1.95985,169.86183
1.97253,170.23966
1.96164,169.65847
1.95171,170.82228
1.9563,170.24077
1.95382,170.65842
1.98413,169.25889
1.94969,169.96088
1.97601,168.76791
1.97495,168.78509
1.99842,169.34155
1.98664,169.32572
1.9957,168.82533
1.99027,169.14131
1.99263,169.84507
1.99674,169.51903
1.99625,169.32822
1.99039,169.35421
1.98339,169.9458
1.99112,169.81782
1.99063,169.80489
1.99964,170.10326
1.97766,169.59632
1.97508,169.901
1.98323,169.60217
1.98989,169.20286
1.97855,169.9731
1.99446,169.1473
1.97922,169.78716
1.98862,168.95706
1.99872,169.33088
1.98772,169.73617
1.99558,168.483
1.99151,168.14077
1.98939,169.03009
2.00174,168.75433
2.00489,168.84583
1.99967,169.0981
1.99799,167.41109
1.99099,169.26558
1.99354,169.13628
2.0012,168.69721
2.00648,168.47058
2.0146,168.50631
1.98429,168.20396
2.01071,167.77421
2.00446,168.48823
2.00255,168.42132
2.00662,167.82923
2.00098,168.14423
1.99174,168.43333
2.00264,167.98765
2.00835,167.93453
1.99108,169.19576
2.00326,168.05255
1.99792,168.57566
1.98267,168.42534
2.00169,168.17753
2.0078,168.28972
1.99872,167.5978
1.98989,168.71572
1.99247,168.4373
2.01397,167.57695
2.00972,168.37529
2.00819,167.49962
1.98691,168.52363
1.9971,169.2356
1.98858,168.87857
2.00104,168.61304
1.99982,168.18651
1.984,168.05552
1.99643,168.64941
1.98819,168.55707
2.01316,167.95468
2.01091,167.7349
1.99055,168.00009
1.98632,168.39739
1.99624,169.50067
2.00089,168.86435
1.9981,168.99297
1.99383,167.99889
2.00248,168.20269
1.9968,167.7999
2.01094,167.97454
2.00502,168.2107
1.99502,168.46783
2.01105,168.5054
1.98961,168.03247
1.99719,167.95064
2.00973,168.11403
2.00102,168.14593
1.99596,167.94252
1.99502,168.31142
1.99195,167.88633
1.99847,168.69713
2.00945,167.9626
2.00903,167.59219
1.98419,168.27019
2.00983,168.36244
2.00591,167.72599
2.00837,168.05977
2.00494,167.73737
2.01066,167.08539
2.00907,167.72129
2.00831,167.98154
2.0029,167.55424
2.01316,167.00723
2.01806,167.25578
2.00247,167.22686
1.9836,168.12416
2.00912,167.42586
2.01225,167.71567
1.98667,168.2018
1.99384,167.7371
1.9807,168.5838
2.00594,168.06688
2.00912,167.42883
2.00356,167.47248
1.99189,168.36843
1.99943,168.59425
1.9974,167.64484
2.00082,168.23896
2.00865,167.84619
2.00422,168.17563
1.98609,168.99655
1.99527,168.63329
1.99895,167.83249
2.01344,167.93868
2.02547,168.02763
2.00208,167.50703
1.98965,168.1786
2.00042,168.04454
2.01888,168.04953
2.00806,168.32293
2.01235,167.61479
2.00385,167.55507
2.009,166.53835
2.00667,167.74643
2.01544,168.04884
1.99535,168.33047
1.99951,168.23562
1.99696,168.44139
1.99661,168.56627
2.0136,168.40895
2.00582,168.46399
2.00249,167.85017
2.00578,167.9385
2.00455,167.93185
2.01588,167.7206
2.00888,168.65547
1.98192,169.23394
1.99301,168.28992
2.00148,168.85828
1.99458,168.73878
2.01455,168.05631
2.01728,167.79509
1.99274,168.11273
1.99472,168.57545
1.99203,168.51277
2.01104,167.71628
2.01886,166.85507
2.00496,167.33223
1.99432,168.24684
2.00211,167.32318
2.02065,167.02318
2.00491,167.48492
2.02832,166.56462
2.00823,167.31169
2.00427,168.177
2.01997,167.58611
2.01205,167.08264
2.00185,167.12827
2.00942,167.2517
1.99646,167.64529
2.01075,166.62159
2.00884,167.32277
2.01805,166.37433
2.00658,166.97787
2.00299,166.91507
2.01536,166.59735
2.02588,166.78974
2.02272,166.97319
1.99298,167.05353
2.00389,166.90582
2.01419,166.70034
2.01826,166.12913
2.01214,166.07099
2.00494,166.97682
2.01003,166.57413
2.00256,166.36028
2.01886,165.76829
2.01823,166.6464
2.01237,166.95282
2.01266,166.73133
2.00287,166.8857
2.01069,166.11782
2.01283,166.8657
2.02897,165.87206
2.0049,166.82904
2.00497,167.12473
2.02133,166.38251
2.02748,165.70048
2.02631,165.73704
2.01481,166.44523
2.01038,165.89123
2.01681,166.19509
2.00676,166.3852
2.00996,165.77205
2.02639,165.6541
2.02673,165.41374
2.00718,167.35456
2.01169,166.57383
2.01266,167.42436
2.00864,166.30461
2.00889,167.47743
2.00147,166.6041
1.99805,167.41936
2.017,167.07281
2.01308,167.53776
2.00165,167.64405
1.99853,167.70262
2.00621,167.47156
2.0193,167.05664
2.01704,166.78537
2.00745,166.95746
2.02219,166.37112
2.00356,167.37597
2.01638,166.09521
2.01246,166.87211
2.0053,167.0277
2.01543,166.74848
2.00275,167.12867
2.0017,167.07098
2.01609,166.63682
2.02024,167.1864
2.00789,167.26217
2.00385,167.05624
2.00393,166.91115
2.02348,167.62143
1.99753,167.22159
2.01362,167.66228
2.00127,167.9186
1.99296,168.07703
2.00642,168.6891
2.00742,167.35805
2.00751,167.34831
2.01133,167.50407
2.01953,166.9477
1.9999,167.56976
2.01157,167.10537
2.01041,167.11457
2.01702,167.23382
2.01104,166.72045
1.99837,166.84372
2.01647,166.43615
2.00749,167.79482
2.00693,167.29361
1.99916,166.57556
2.00444,167.2056
1.99649,167.64771
2.00366,167.65482
2.01504,167.27308
2.02002,166.50758
2.0033,166.75173
2.0126,167.11903
2.00873,166.72508
2.00689,167.3297
2.0208,166.44281
1.99873,167.93857
2.00236,167.99969
1.99709,168.42006
2.0457,167.8271
2.03248,168.21059
2.03899,168.23166
2.03641,168.74441
2.02552,168.28568
2.03436,168.13077
2.02597,168.76212
2.02753,168.17791
2.02282,168.12856
2.01961,168.38507
2.01987,169.44868
2.02964,168.95899
2.03005,169.12259
2.01144,169.15961
2.02098,168.60411
2.04135,168.14651
2.03552,167.95616
2.03464,167.98315
2.02279,168.1491
2.02218,168.33948
2.04287,167.92537
2.02233,168.6956
2.03636,168.23706
2.04176,168.3647
2.02134,168.85569
2.0331,167.48897
2.03466,168.2333
2.0351,168.26684
2.04328,167.98306
2.03788,168.16028
2.02974,168.26474
2.0279,169.03643
2.02697,168.37942
2.02415,168.88951
2.04103,168.83859
2.02655,168.86764
2.02879,168.50812
2.04429,167.94162
2.01721,168.65693
2.02016,168.59469
2.0316,168.18047
2.03647,167.42375
2.04144,168.07929
2.03226,168.46151
2.0373,167.95736
2.04525,167.59057
2.02744,168.31685
2.02455,168.29583
2.03518,168.16319
2.03641,168.05073
2.02766,168.31287
2.00842,168.84772
2.01262,169.26299
2.04838,167.52976
2.02422,168.46629
2.04568,167.83304
2.02239,168.49698
2.00827,169.37653
2.0353,167.44423
2.02775,168.32824
2.02589,168.53859
2.03333,168.46337
2.02479,168.24759
2.02288,168.06859
2.03262,168.13418
2.04011,167.61404
2.02658,168.35165
2.02209,168.33064
2.03222,168.03336
2.0295,167.79795
2.03739,167.61023
2.02892,168.67394
2.02682,167.4647
2.03246,168.46496
2.02865,168.41478
2.0201,168.56983
2.03179,168.28492
2.01625,168.53671
2.01161,168.98019
2.01949,168.91393
2.02376,168.73834
2.01482,169.49697
2.03074,168.37477
2.03033,168.3317
2.02106,168.74274
2.02772,168.98781
2.03897,168.5003
2.02277,169.3368
2.02451,168.41819
2.02332,167.92148
2.04723,167.30027
2.026,168.66878
2.03125,168.41745
2.03123,168.32748
2.03927,168.23484
2.01567,169.42985
2.02871,168.51204
2.02892,169.43053
2.02276,168.75107
2.02591,168.71937
2.01683,168.61541
2.02376,169.07297
2.03523,169.67485
2.03793,168.91042
2.01831,169.01724
2.02264,168.53244
2.03133,168.20198
2.02592,169.45847
2.02263,169.5146
2.01306,169.0613
2.03194,168.06603
2.02641,169.57424
2.03132,169.09062
2.03041,168.0652
2.02849,169.34059
2.027,168.71947
2.0059,169.04224
2.02426,169.11279
2.02263,169.55669
2.02481,169.48544
2.03421,169.27945
2.0061,169.30135
2.02363,169.37226
2.03986,168.6787
2.03234,168.81635
2.01931,169.03702
2.01297,169.8366
2.0208,169.13841
2.0187,170.03686
2.02756,170.08567
2.01277,169.40912
2.01854,170.06804
2.01694,170.19156
2.01118,170.05299
2.02653,169.29135
2.01541,169.55787
2.03504,169.02642
2.00928,168.27899
2.03817,167.66789
2.03584,169.36638
2.01909,168.76342
2.01779,169.45858
2.01456,169.38876
2.02135,169.14524
2.02726,169.5316
2.01967,169.21586
2.0266,169.72516
2.02754,168.75866
2.02706,168.65887
2.03078,168.43419
2.02571,169.3192
2.01897,169.14996
2.01885,170.18837
2.02161,169.53497
2.02066,169.42627
2.00927,169.8377
2.0195,169.57036
2.01352,169.42035
2.01818,169.59505
2.0246,169.40217
2.01512,169.70022
2.02462,169.31556
2.02081,169.31796
2.01174,169.22764
2.02222,169.69315
2.02399,169.14187
2.02038,169.27563
2.01648,170.3948
2.02313,170.01233
2.01088,170.64511
2.01239,170.60676
2.01298,170.55583
2.02693,170.1208
2.01636,170.23658
2.00052,170.11368
2.01534,169.56478
2.02218,169.88172
2.01283,170.84278
2.02868,169.2161
2.00588,170.61504
2.01286,170.25867
2.01534,170.55028
2.02155,170.02211
2.02186,170.6444
2.00564,170.64618
2.0119,170.42215
2.01502,169.89427
2.01181,169.99615
2.02474,169.71525
2.0074,170.15246
2.02008,170.17409
2.01572,170.01453
2.02805,169.77241
2.03431,169.36389
2.01418,169.64187
2.01933,170.06988
2.01945,169.54434
2.02116,169.43417
2.01829,170.08814
2.01924,169.3301
2.02793,169.16901
2.03182,168.93139
2.02349,168.51383
2.02596,169.04549
2.02705,169.24213
2.02644,169.32173
2.03972,168.64896
2.015,169.18784
